prompt,seed,step,cfg,sampler,width,height,user_name,timestamp,image_nsfw,prompt_nsfw
"a woman with an oval shaped face, angular jaw, beautiful blue eyes, small mouth, strong brown eyebrows, long eyelashes, light brown hair with blond streaks at the front, angular nose, hair tied in a bun ",2593628609,50,7,k_lms,512,512,4596a7e724da0b2a96f59ac5b3fb4a1f05b9234fbe8638c96b83e706634e6114,2022-08-14 00:48:00+00:00,0.14776135981082916,0.013292655348777771
"portrait of an inca, daguerreotype ",3866715913,50,7,k_lms,512,512,5173001842a6578c295c0915f29ee5fce08e301c3d5fbdb1da2e72c5f9f52aaf,2022-08-14 00:49:00+00:00,0.033537402749061584,0.065035097
messi playing half - life ,4250236801,50,7,k_lms,512,512,22c46bb8b1a3aad377151d7380c668c3b89037c0fbcadb08dc3e955d7b8a86b1,2022-08-14 00:49:00+00:00,0.2775558531284332,0.029771048575639725
"spanish magpie in avila, hay, pines, oaks, summer, 4 k, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",1029552504,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 00:50:00+00:00,0.12080562114715576,0.000787263
"an accurate close - up portrait of alvar aalto painted by rembrandt, oil painting, baroque painting, highly detailed, in color, 4 k. ",948333618,150,7,k_lms,512,768,4e133a9e1d3763dc91ed35388cc85e3cedff3079cafed51e58397720dd3ea66c,2022-08-14 00:51:00+00:00,0.05417721,0.00073615
"young girl lies on a meadow, she wears leather jacket, jeans and black boots, sharp focus, photo taken by nikon, 4 k, ",1838825565,100,15,k_lms,512,512,1a417e499efa4c1d1de34a93223d9115663110f63c70c99fb8ac16234899c10e,2022-08-14 00:51:00+00:00,0.027025158,0.078856222
"spanish magpie in avila, green fields, fall season, 4 k, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",2886886229,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 00:51:00+00:00,0.10584469139575958,0.000544289
"closeup 3 d toy aztec gods as funco toy, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 8 5 mm, f 2. 8 aperture ",1987597067,50,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 00:51:00+00:00,0.26482725143432617,0.000547527
"closeup 3 d toy maori god as funco toy, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 8 5 mm, f 2. 8 aperture ",1633704033,50,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 00:53:00+00:00,0.080902673,0.000918654
"magpie bird, urraca in avila, green fields, fall season, 4 k, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",368032032,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 00:53:00+00:00,0.051564887166023254,0.000602611
"a scene from a movie adaptation of raymond queneau's the blue flowers ( 1 9 7 6 ) shot on 3 5 mm film, where cindrolin is drinking essence of fennel on his porch ",3310220389,50,7,k_lms,512,512,fec3b29e38f24876b79948e7ddba7697f9a04f1b36b4361fe5cbab5b06e22578,2022-08-14 00:54:00+00:00,0.032127745,0.004074265
"magpie bird, urraca in avila, green fields, winter season, 4 k, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",1141151578,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 00:54:00+00:00,0.0645665,0.000570097
"closeup 3 d toy maori god as funco toy, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",1699931688,100,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 00:55:00+00:00,0.3248520791530609,0.000994489
"magpie bird, urraca in avila, green fields, spring season, 4 k, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",1833028073,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 00:55:00+00:00,0.18391180038452148,0.000552418
"an accurate close - up portrait of bernhard hoesli painted by rembrandt, oil painting, baroque painting, highly detailed, 4 k ",1816716692,150,7,k_lms,512,768,4e133a9e1d3763dc91ed35388cc85e3cedff3079cafed51e58397720dd3ea66c,2022-08-14 00:56:00+00:00,0.097720884,0.000300331
"painting of robbie basho the influential folk blues and fingerstyle guitar player, artwork by jc leyendecker ",2230815525,50,7,k_lms,512,512,fec3b29e38f24876b79948e7ddba7697f9a04f1b36b4361fe5cbab5b06e22578,2022-08-14 00:56:00+00:00,0.12637299299240112,0.001622765
"closeup 3 d toy maori aztec god as funco toy, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",1519578780,100,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 00:57:00+00:00,0.080113053,0.00078083
"wagtail bird in avila, green fields, spring season, 4 k, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",3950386511,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 00:57:00+00:00,0.056540895253419876,0.000605466
tobias funke action figure ,2223110521,50,7,k_lms,512,512,4596a7e724da0b2a96f59ac5b3fb4a1f05b9234fbe8638c96b83e706634e6114,2022-08-14 00:58:00+00:00,0.091636062,0.004395731
"an accurate close - up portrait of zaha hadid painted by rembrandt, oil painting, baroque painting, highly detailed, 4 k ",2800714499,150,7,k_lms,512,768,4e133a9e1d3763dc91ed35388cc85e3cedff3079cafed51e58397720dd3ea66c,2022-08-14 00:58:00+00:00,0.26311013102531433,0.000236363
"closeup head shot of 3 d toy norseman god as funco toy, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",3343627951,100,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 00:58:00+00:00,0.3307158052921295,0.000570851
"wagtail bird in avila, lavandera, alpispa, river, green fields, summer season, 4 k, midday light concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",3014319774,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 00:59:00+00:00,0.060940016,0.000605362
frozen yogurt from the good place ,2128642692,50,7,k_lms,512,512,24a5eb4d5590eca888e854c1d60c843757442d9a6a365c3796c825af8de38554,2022-08-14 00:59:00+00:00,0.065575376,0.002551497
"an accurate close - up portrait of lina bo bardi painted by rembrandt, oil painting, baroque painting, highly detailed, 4 k ",2469955658,150,7,k_lms,512,768,4e133a9e1d3763dc91ed35388cc85e3cedff3079cafed51e58397720dd3ea66c,2022-08-14 00:59:00+00:00,0.11316923797130585,0.000473849
"painting of jose - raul capablanca, artwork by jc leyendecker ",3369604053,50,7,k_lms,512,512,fec3b29e38f24876b79948e7ddba7697f9a04f1b36b4361fe5cbab5b06e22578,2022-08-14 00:59:00+00:00,0.079706803,0.000796775
"closeup headshot 3 d toy maori god as funco toy, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",1872960142,100,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 01:00:00+00:00,0.6571148037910461,0.001038329
"cute fumo plush of a superheroine girl, magical girl, gothic maiden anime girl, glowing writing glyphs, velvet, black and white, vray ",292075993,50,7,k_lms,512,512,73832c29ff101814f867220394b7b14f560ed472c023df2f5121ce47d3d2a390,2022-08-14 01:00:00+00:00,0.1501091867685318,0.028278928250074387
"a collection of food, illustration by john james audubon circa 1 8 3 8 ",2841752947,150,7,k_lms,576,1024,4596a7e724da0b2a96f59ac5b3fb4a1f05b9234fbe8638c96b83e706634e6114,2022-08-14 01:00:00+00:00,0.1108667179942131,0.000329802
"wagtail bird in avila, lavandera, river, green fields, summer season, 4 k, midday light, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",2176820245,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 01:00:00+00:00,0.046074376,0.000713895
"closeup headshot 3 d toy tribal maori god as funco toy, war cry, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",1684564592,100,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 01:01:00+00:00,0.29243916273117065,0.001183819
"wagtail bird, lavandera. avila mountains, river edge, green fields, summer season, 4 k, midday light concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",1193687793,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 01:01:00+00:00,0.050446592,0.000946112
"a collection of sea shells, illustration by john james audubon circa 1 8 3 8 ",3419791680,150,7,k_lms,576,1024,4596a7e724da0b2a96f59ac5b3fb4a1f05b9234fbe8638c96b83e706634e6114,2022-08-14 01:02:00+00:00,0.092736326,0.001129332
"stephen hawking on rollercoaster, a detailed matte painting by anton pieck, deviantart contest winner, fantasy art, concept art, official art, matte drawing ",1847319457,50,10,k_lms,512,512,1547cc26cbaee3bd66c4256e4f4da569620a9c106079f9124e50353b5f62bfee,2022-08-14 01:02:00+00:00,0.061999682,0.0022946
woodcut of conrad schnitzler ,2707825951,50,7,k_lms,512,512,fec3b29e38f24876b79948e7ddba7697f9a04f1b36b4361fe5cbab5b06e22578,2022-08-14 01:02:00+00:00,0.094164483,0.003047955
"closeup of a wagtail bird in avila, lavandera, river edge, green fields, summer season, 4 k, midday light, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",353914346,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 01:02:00+00:00,0.041645009,0.000804391
"closeup headshot 3 d toy tribal maori god as funco toy, war cry, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",2980149087,150,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 01:03:00+00:00,0.42058610916137695,0.001183819
stencil on paper detailed vector wolf ,1839268811,150,7,k_lms,512,512,bcef4cec7045692838644b6870d7582d84c4fc2066560cc09abf813c77fba687,2022-08-14 01:03:00+00:00,0.11652678996324539,0.000992634
the lost portraits by ruth bernhard ,3899036379,50,7,k_lms,512,512,fec3b29e38f24876b79948e7ddba7697f9a04f1b36b4361fe5cbab5b06e22578,2022-08-14 01:04:00+00:00,0.26860135793685913,0.004389489
"stephen hawking on flying chair, a detailed matte painting by anton pieck, deviantart contest winner, fantasy art, concept art, official art, matte drawing ",3991038551,50,7,k_lms,512,512,1547cc26cbaee3bd66c4256e4f4da569620a9c106079f9124e50353b5f62bfee,2022-08-14 01:04:00+00:00,0.099678032,0.003664105
"photographic portrait of a stunningly beautiful female renaissance germanic pagan, in soft dreamy light at sunset, god rays, contemporary fashion shoot, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, breathtaking, 8 k resolution, extremely detailed, establishing shot, artistic, hyperrealistic, perfect face, octane render ",2525735816,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 01:04:00+00:00,0.28532060980796814,0.00078605
"closeup headshot 3 d toy chinese bestiary god as funco toy, war cry, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",1757419325,100,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 01:04:00+00:00,0.33267369866371155,0.014998720027506351
nfl logo detailed vector wolf ,882336996,150,7,k_lms,512,512,bcef4cec7045692838644b6870d7582d84c4fc2066560cc09abf813c77fba687,2022-08-14 01:05:00+00:00,0.089342341,0.001124877
"portrait of demons from hell, full body shot, horror, fire, burning, fantasy, visually stunning, trending on artstation, cgsociety, artgerm ",1275493532,20,7,k_lms,1024,1024,6ea38425d1b1b6e379625be7ca799d6e692b196744a8d0a17dfb0bbc066804cc,2022-08-14 01:05:00+00:00,0.16036592423915863,0.060996808
"basic kitchen, with white cabinets and a dark gray hardwood floor with marble countertops and black kitchen appliances, realistic photo, high, definition, studio quality ",2080421140,50,7,k_lms,512,512,117c1b7987c4233c8a073d6a22bcc54717fde20d2798410eae2f594c5756d1ac,2022-08-14 01:05:00+00:00,0.1117071658372879,0.001752378
"photographic portrait of a stunningly beautiful female renaissance germanic goth pagan, in soft dreamy light at sunset, god rays, contemporary fashion shoot, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, breathtaking, 8 k resolution, extremely detailed, establishing shot, artistic, hyperrealistic, perfect face, octane render ",3413799900,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 01:06:00+00:00,0.5189110636711121,0.000697914
photo of cutest animal ,112157183,50,7,k_lms,512,512,abc0fa0e2f49f8ad4bea0abb6470ebf7d9023fa2c18a3ee319a2a89f35327847,2022-08-14 01:07:00+00:00,0.055601891,0.11885568499565125
nfl team logo detailed vector wolf ,2216398735,150,7,k_lms,512,512,bcef4cec7045692838644b6870d7582d84c4fc2066560cc09abf813c77fba687,2022-08-14 01:07:00+00:00,0.099952817,0.000965093
"closeup 3 d toy chinese bestiary dragon as funco toy, war cry, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",561337611,100,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 01:07:00+00:00,0.18669384717941284,0.005705396
the lost portraits by leon spillaert ,428941395,50,7,k_lms,512,512,fec3b29e38f24876b79948e7ddba7697f9a04f1b36b4361fe5cbab5b06e22578,2022-08-14 01:07:00+00:00,0.1173059493303299,0.005087313
"closeup of a wren bird in avila, river edge, green fields, summer season, 4 k, midday light, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",2486502305,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 01:07:00+00:00,0.036017083,0.00046089
"beautiful digital painting of woman with freckles and hair made of galaxy nebula, by bearbrickjia, ",1131985100,150,7,k_lms,512,512,313c08ff7794f7c277d66d9bea96ac8238a1dbad8ff92429b46a0cf940010e27,2022-08-14 01:07:00+00:00,0.073803969,0.00201911
"robotic choir in an amphitheater, pj crook, grant wood, edward hopper, syd mead, chiaroscuro, oil on canvas ",2223013059,150,7,k_lms,512,512,394c3a17c7045577083a7ea50d6f49b60a0337d279b5929e0dababdf1e589d70,2022-08-14 01:07:00+00:00,0.10295768082141876,0.034851692616939545
"a young yorkie dog, playing in the back yard after it rained on a cloudy day, and a kid running around with them, realistic photo ",723253558,50,7,k_lms,512,512,117c1b7987c4233c8a073d6a22bcc54717fde20d2798410eae2f594c5756d1ac,2022-08-14 01:08:00+00:00,0.083922103,0.001863098
photo of cutest animal ,1445403308,50,7,k_lms,512,512,abc0fa0e2f49f8ad4bea0abb6470ebf7d9023fa2c18a3ee319a2a89f35327847,2022-08-14 01:08:00+00:00,0.064515539,0.11885568499565125
"closeup 3 d toy dmt chinese bestiary dragon as funco toy, war cry, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",1655845281,100,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 01:09:00+00:00,0.12850183248519897,0.004358492
"spanish wren bird in avila, chochin, green fields pinetrees, summer season, 4 k, midday light, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",882055414,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 01:09:00+00:00,0.081940681,0.000418893
"photographic portrait of a stunningly beautiful renaissance female, dark lips and eye shadow, in soft dreamy light at sunset, god rays, contemporary fashion shoot, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, breathtaking, 8 k resolution, extremely detailed, establishing shot, artistic, hyperrealistic, perfect face, octane render ",1208113283,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 01:09:00+00:00,0.065657884,0.001208968
real life he - man mauling mariano rajoy ,3611771527,50,7,k_lms,512,512,3c594eac296a509fe98e489513add5f97f6a252e30a3667b87653a3140784cb3,2022-08-14 01:09:00+00:00,0.8173356652259827,0.009249471
"beautiful digital painting of woman with freckles and hair made of galaxy nebula, by bearbrickjia, symmetry, realistic facial feature, artstation, artgerm ",5240293,150,7,k_lms,512,512,313c08ff7794f7c277d66d9bea96ac8238a1dbad8ff92429b46a0cf940010e27,2022-08-14 01:09:00+00:00,0.1582420915365219,0.001102429
"an anthropomorphic yorkie dog wearing a black leather punk jacket smoking a cigarette in a hotel lobby, digital art ",391434730,50,7,k_lms,512,512,117c1b7987c4233c8a073d6a22bcc54717fde20d2798410eae2f594c5756d1ac,2022-08-14 01:10:00+00:00,0.4113440215587616,0.2822610139846802
professional logo detailed vector cheetah ,3177770603,150,7,k_lms,512,512,bcef4cec7045692838644b6870d7582d84c4fc2066560cc09abf813c77fba687,2022-08-14 01:10:00+00:00,0.07717476,0.000991915
the lost portraits by an unidentified hispanic male in his early 3 0's ,3502981151,50,7,k_lms,512,512,fec3b29e38f24876b79948e7ddba7697f9a04f1b36b4361fe5cbab5b06e22578,2022-08-14 01:10:00+00:00,0.064447559,0.025570593774318695
a little girl with short wavy curly hair and blue eyes in the most amazing children's halloween costume. painting by artgerm and greg rutkowski and alphonse mucha. ,436550596,50,7,k_lms,512,512,c8bac403c15b4795ecf4ec41b4addf5fb5013fc730229c5c6f9729cef1a38761,2022-08-14 01:10:00+00:00,0.14443758130073547,0.010036763735115528
"wren bird in avila, green fields, pinetrees, summer season, 4 k, midday light, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",2696417471,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 01:10:00+00:00,0.065385953,0.000370648
"3 d toy chinese bestiary dragon as funco toy smoking dmt, war cry, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",228313987,150,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 01:11:00+00:00,0.1001773476600647,0.024173988
"yorkie dog taking a selfie in a subway train with angry homeless people behind him, realistic photo ",422059316,50,7,k_lms,512,512,117c1b7987c4233c8a073d6a22bcc54717fde20d2798410eae2f594c5756d1ac,2022-08-14 01:11:00+00:00,0.069561474,0.041798822581768036
"closeup of a spanish wren bird in avila, chochin, green fields pinetrees, summer season, 4 k, midday light, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",880361710,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 01:11:00+00:00,0.060118996,0.000417773
"photographic portrait of a stunningly beautiful renaissance art nouveau symbolism arts and crafts female, dark eye shadow, in soft dreamy light at sunset, god rays, contemporary fashion shoot, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, breathtaking, 8 k resolution, extremely detailed, establishing shot, artistic, hyperrealistic, perfect face, octane render ",4284762595,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 01:12:00+00:00,0.048870258033275604,0.001260825
"nfl logo detailed vector cheetah, fierce ",2216489282,150,7,k_lms,512,512,bcef4cec7045692838644b6870d7582d84c4fc2066560cc09abf813c77fba687,2022-08-14 01:12:00+00:00,0.087113209,0.3121029734611511
"a very simple drawing of a geometric shape, suspended in the sky ",890380216,50,7,k_lms,512,512,fec3b29e38f24876b79948e7ddba7697f9a04f1b36b4361fe5cbab5b06e22578,2022-08-14 01:12:00+00:00,0.13207587599754333,0.000878055
"3 d toy garuda as funco toy, war cry, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",310079238,100,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 01:12:00+00:00,0.091642767,0.002120243
"photographic portrait of a stunningly beautiful renaissance female, white lips and dark eye shadow, in soft dreamy light at sunset, god rays, contemporary fashion shoot, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, breathtaking, 8 k resolution, extremely detailed, establishing shot, artistic, hyperrealistic, perfect face, octane render ",3504557829,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 01:13:00+00:00,0.09229669,0.003052993
"close up 3 d toy chinese bestiary dragon as funco toy smoking dmt, war cry, plastic, sss, octane 4 k render, studio lighting, artstation, cyan photographic backdrop, 1 0 5 mm, f 2. 8 aperture ",2890493601,150,7,k_lms,512,512,1ee0a604397be663e16f0932f4b26174c935eefef7a3144722bb1a7b0d051d98,2022-08-14 01:14:00+00:00,0.082064092,0.019227297976613045
jeff bezos wearing hippie clothes ,407578522,50,7,k_lms,512,512,3c594eac296a509fe98e489513add5f97f6a252e30a3667b87653a3140784cb3,2022-08-14 01:14:00+00:00,0.056082953,0.034948215
"realistic product mock up of a woman wearing an all over print crop top in the style of vaporwave and synthwave, 8 k realistic photo ",1366737044,50,7,k_lms,512,512,117c1b7987c4233c8a073d6a22bcc54717fde20d2798410eae2f594c5756d1ac,2022-08-14 01:14:00+00:00,0.9439920783042908,0.009861489
"closeup of a spanish chochin, green fields pinetrees, summer season, 4 k, midday light, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality ",1435903476,150,10,k_lms,512,512,6c5479ccdcb1e88bf4b3bf89276420769fba5f178c7a19670a1b65e56827cd04,2022-08-14 01:14:00+00:00,0.092396848,0.000552446
